id,di_id,equipment_id,serviceability,remarks
5608,120,39,S,No actionable issues identified
5609,120,40,S,Routine inspection passed
5610,120,41,S,No actionable issues identified
5611,120,42,S,Routine inspection passed
5612,120,43,S,Operating within expected limits
5613,120,44,S,Operating within expected limits
5614,120,45,S,Operating within expected limits
5615,120,46,S,No actionable issues identified
5616,120,47,S,Routine inspection passed
5617,120,48,S,No actionable issues identified
5618,120,49,S,No actionable issues identified
5619,120,50,S,Operating within expected limits
5620,120,51,U,Condition outside preferred threshold
5621,120,52,S,Routine inspection passed
5622,120,53,U,Flagged for maintenance review
5623,120,54,S,No actionable issues identified
5624,120,55,S,Operating within expected limits
5625,120,56,S,Operating within expected limits
5626,121,9,S,No actionable issues identified
5627,121,10,S,No actionable issues identified
5628,121,11,S,Operating within expected limits
5629,121,12,S,Routine inspection passed
5630,121,13,S,Operating within expected limits
5631,121,14,S,Operating within expected limits
5632,121,15,S,No actionable issues identified
5633,121,16,S,Operating within expected limits
5634,121,17,S,Routine inspection passed
5635,121,18,S,Operating within expected limits
5636,121,19,S,Operating within expected limits
5637,121,20,S,Operating within expected limits
5638,121,21,S,No actionable issues identified
5639,121,22,S,Routine inspection passed
5640,121,23,S,No actionable issues identified
5641,121,24,U,Condition outside preferred threshold
5642,121,25,S,No actionable issues identified
5643,121,26,S,Routine inspection passed
5644,121,27,U,Condition outside preferred threshold
5645,121,28,S,Operating within expected limits
5646,121,29,S,No actionable issues identified
5647,121,30,S,No actionable issues identified
5648,121,31,S,No actionable issues identified
5649,121,32,S,Operating within expected limits
5650,121,33,S,No actionable issues identified
5651,121,34,S,Operating within expected limits
5652,121,35,S,Routine inspection passed
5653,121,36,S,Operating within expected limits
5654,121,37,S,No actionable issues identified
5655,121,38,S,Operating within expected limits
5656,121,39,S,Routine inspection passed
5657,121,40,S,Routine inspection passed
5658,121,41,S,Routine inspection passed
5659,121,42,U,Observed variance requiring monitoring
5660,121,43,S,Operating within expected limits
5661,121,44,S,No actionable issues identified
5662,121,45,S,No actionable issues identified
5663,121,46,S,Operating within expected limits
5664,121,47,S,Operating within expected limits
5665,121,48,S,Routine inspection passed
5666,121,49,S,Routine inspection passed
5667,121,50,S,Operating within expected limits
5668,121,51,S,Routine inspection passed
5669,121,52,S,Operating within expected limits
5670,121,53,S,Operating within expected limits
5671,121,54,S,No actionable issues identified
5672,121,55,S,No actionable issues identified
5673,121,56,S,Routine inspection passed
5674,122,9,S,Routine inspection passed
5675,122,10,S,Routine inspection passed
5676,122,11,S,No actionable issues identified
5677,122,12,S,No actionable issues identified
5678,122,13,S,No actionable issues identified
5679,122,14,S,No actionable issues identified
5680,122,15,S,Routine inspection passed
5681,122,16,S,Operating within expected limits
5682,122,17,S,No actionable issues identified
5683,122,18,S,Operating within expected limits
5684,122,19,S,Operating within expected limits
5685,122,20,S,No actionable issues identified
5686,122,21,S,Routine inspection passed
5687,122,22,S,Routine inspection passed
5688,122,23,S,Routine inspection passed
5689,122,24,U,Flagged for maintenance review
5690,122,25,U,Observed variance requiring monitoring
5691,122,26,S,No actionable issues identified
5692,122,27,S,Operating within expected limits
5693,122,28,S,Routine inspection passed
5694,122,29,S,Operating within expected limits
5695,122,30,S,Operating within expected limits
5696,122,31,S,Operating within expected limits
5697,122,32,U,Flagged for maintenance review
5698,122,33,S,Routine inspection passed
5699,122,34,S,Operating within expected limits
5700,122,35,S,Operating within expected limits
5701,122,36,S,Routine inspection passed
5702,122,37,S,Routine inspection passed
5703,122,38,S,Operating within expected limits
5704,122,39,S,No actionable issues identified
5705,122,40,S,Operating within expected limits
5706,122,41,S,No actionable issues identified
5707,122,42,S,No actionable issues identified
5708,122,43,S,Operating within expected limits
5709,122,44,S,No actionable issues identified
5710,122,45,U,Condition outside preferred threshold
5711,122,46,S,Operating within expected limits
5712,122,47,S,Routine inspection passed
5713,122,48,S,No actionable issues identified
5714,122,49,S,No actionable issues identified
5715,122,50,S,Operating within expected limits
5716,122,51,S,Operating within expected limits
5717,122,52,S,Routine inspection passed
5718,122,53,S,Routine inspection passed
5719,122,54,S,Routine inspection passed
5720,122,55,S,No actionable issues identified
5721,122,56,S,Routine inspection passed
5722,123,9,S,Operating within expected limits
5723,123,10,S,No actionable issues identified
5724,123,11,S,Operating within expected limits
5725,123,12,S,Routine inspection passed
5726,123,13,U,Observed variance requiring monitoring
5727,123,14,S,Routine inspection passed
5728,123,15,S,Routine inspection passed
5729,123,16,U,Observed variance requiring monitoring
5730,123,17,S,No actionable issues identified
5731,123,18,S,Routine inspection passed
5732,123,19,S,No actionable issues identified
5733,123,20,S,No actionable issues identified
5734,123,21,S,No actionable issues identified
5735,123,22,S,Operating within expected limits
5736,123,23,S,Routine inspection passed
5737,123,24,S,No actionable issues identified
5738,123,25,S,No actionable issues identified
5739,123,26,S,Routine inspection passed
5740,123,27,S,Routine inspection passed
5741,123,28,S,Operating within expected limits
5742,123,29,S,Operating within expected limits
5743,123,30,U,Flagged for maintenance review
5744,123,31,S,Routine inspection passed
5745,123,32,U,Flagged for maintenance review
5746,123,33,U,Condition outside preferred threshold
5747,123,34,S,Operating within expected limits
5748,123,35,S,Operating within expected limits
5749,123,36,S,Routine inspection passed
5750,123,37,S,Routine inspection passed
5751,123,38,S,Routine inspection passed
5752,123,39,S,No actionable issues identified
5753,123,40,S,No actionable issues identified
5754,123,41,S,No actionable issues identified
5755,123,42,S,Routine inspection passed
5756,123,43,S,Operating within expected limits
5757,123,44,S,Routine inspection passed
5758,123,45,S,No actionable issues identified
5759,123,46,S,No actionable issues identified
5760,123,47,S,No actionable issues identified
5761,123,48,S,Routine inspection passed
5762,123,49,S,No actionable issues identified
5763,123,50,S,No actionable issues identified
5764,123,51,S,Routine inspection passed
5765,123,52,S,Routine inspection passed
5766,123,53,S,Operating within expected limits
5767,123,54,S,Routine inspection passed
5768,123,55,U,Observed variance requiring monitoring
5769,123,56,S,Routine inspection passed
5770,124,9,S,No actionable issues identified
5771,124,10,S,Routine inspection passed
5772,124,11,S,Routine inspection passed
5773,124,12,S,No actionable issues identified
5774,124,13,S,No actionable issues identified
5775,124,14,U,Observed variance requiring monitoring
5776,124,15,S,Routine inspection passed
5777,124,16,S,Operating within expected limits
5778,124,17,S,Routine inspection passed
5779,124,18,S,No actionable issues identified
5780,124,19,S,Routine inspection passed
5781,124,20,S,Routine inspection passed
5782,124,21,S,No actionable issues identified
5783,124,22,S,Operating within expected limits
5784,124,23,S,Routine inspection passed
5785,124,24,S,No actionable issues identified
5786,124,25,S,Operating within expected limits
5787,124,26,S,Routine inspection passed
5788,124,27,S,No actionable issues identified
5789,124,28,S,Routine inspection passed
5790,124,29,S,No actionable issues identified
5791,124,30,S,Operating within expected limits
5792,124,31,S,Routine inspection passed
5793,124,32,S,Routine inspection passed
5794,124,33,S,Operating within expected limits
5795,124,34,S,Routine inspection passed
5796,124,35,S,No actionable issues identified
5797,124,36,S,No actionable issues identified
5798,124,37,S,No actionable issues identified
5799,124,38,S,No actionable issues identified
5800,124,39,S,No actionable issues identified
5801,124,40,S,Operating within expected limits
5802,124,41,S,Operating within expected limits
5803,124,42,S,No actionable issues identified
5804,124,43,S,Operating within expected limits
5805,124,44,S,Operating within expected limits
5806,124,45,S,Routine inspection passed
5807,124,46,S,No actionable issues identified
5808,124,47,S,Routine inspection passed
5809,124,48,S,No actionable issues identified
5810,124,49,S,Routine inspection passed
5811,124,50,S,Routine inspection passed
5812,124,51,S,No actionable issues identified
5813,124,52,S,Operating within expected limits
5814,124,53,S,No actionable issues identified
5815,124,54,S,No actionable issues identified
5816,124,55,S,No actionable issues identified
5817,124,56,S,Routine inspection passed
5818,125,9,S,Operating within expected limits
5819,125,10,S,Operating within expected limits
5820,125,11,S,No actionable issues identified
5821,125,12,S,Routine inspection passed
5822,125,13,S,Routine inspection passed
5823,125,14,S,Routine inspection passed
5824,125,15,U,Flagged for maintenance review
5825,125,16,S,No actionable issues identified
5826,125,17,S,Operating within expected limits
5827,125,18,S,No actionable issues identified
5828,125,19,S,Routine inspection passed
5829,125,20,S,Routine inspection passed
5830,125,21,U,Condition outside preferred threshold
5831,125,22,S,Routine inspection passed
5832,125,23,S,Operating within expected limits
5833,125,24,S,Routine inspection passed
5834,125,25,S,Operating within expected limits
5835,125,26,S,No actionable issues identified
5836,125,27,S,Operating within expected limits
5837,125,28,S,No actionable issues identified
5838,125,29,S,Routine inspection passed
5839,125,30,S,Routine inspection passed
5840,125,31,S,Routine inspection passed
5841,125,32,S,No actionable issues identified
5842,125,33,S,Operating within expected limits
5843,125,34,U,Observed variance requiring monitoring
5844,125,35,S,No actionable issues identified
5845,125,36,S,Routine inspection passed
5846,125,37,S,No actionable issues identified
5847,125,38,S,Routine inspection passed
5848,125,39,S,Routine inspection passed
5849,125,40,S,Operating within expected limits
5850,125,41,U,Condition outside preferred threshold
5851,125,42,S,No actionable issues identified
5852,125,43,S,Operating within expected limits
5853,125,44,S,No actionable issues identified
5854,125,45,S,No actionable issues identified
5855,125,46,U,Observed variance requiring monitoring
5856,125,47,S,Operating within expected limits
5857,125,48,S,Routine inspection passed
5858,125,49,S,Routine inspection passed
5859,125,50,S,Routine inspection passed
5860,125,51,S,No actionable issues identified
5861,125,52,S,No actionable issues identified
5862,125,53,S,Operating within expected limits
5863,125,54,S,Routine inspection passed
5864,125,55,S,Operating within expected limits
5865,125,56,S,Operating within expected limits
5866,126,9,S,Operating within expected limits
5867,126,10,S,Routine inspection passed
5868,126,11,S,No actionable issues identified
5869,126,12,S,No actionable issues identified
5870,126,13,S,No actionable issues identified
5871,126,14,S,Operating within expected limits
5872,126,15,S,Routine inspection passed
5873,126,16,S,No actionable issues identified
5874,126,17,S,No actionable issues identified
5875,126,18,S,Routine inspection passed
5876,126,19,S,Routine inspection passed
5877,126,20,S,Routine inspection passed
5878,126,21,U,Flagged for maintenance review
5879,126,22,S,Routine inspection passed
5880,126,23,S,No actionable issues identified
5881,126,24,U,Flagged for maintenance review
5882,126,25,S,Operating within expected limits
5883,126,26,S,Routine inspection passed
5884,126,27,S,Routine inspection passed
5885,126,28,S,Operating within expected limits
5886,126,29,S,Routine inspection passed
5887,126,30,S,No actionable issues identified
5888,126,31,S,Operating within expected limits
5889,126,32,S,Routine inspection passed
5890,126,33,S,Operating within expected limits
5891,126,34,S,No actionable issues identified
5892,126,35,S,No actionable issues identified
5893,126,36,S,Routine inspection passed
5894,126,37,S,Routine inspection passed
5895,126,38,S,Routine inspection passed
5896,126,39,S,Routine inspection passed
5897,126,40,S,Routine inspection passed
5898,126,41,S,Operating within expected limits
5899,126,42,U,Flagged for maintenance review
5900,126,43,S,Operating within expected limits
5901,126,44,U,Flagged for maintenance review
5902,126,45,U,Flagged for maintenance review
5903,126,46,S,Routine inspection passed
5904,126,47,S,Operating within expected limits
5905,126,48,S,Routine inspection passed
5906,126,49,S,Operating within expected limits
5907,126,50,S,Operating within expected limits
5908,126,51,S,Operating within expected limits
5909,126,52,S,No actionable issues identified
5910,126,53,S,Operating within expected limits
5911,126,54,S,No actionable issues identified
5912,126,55,S,No actionable issues identified
5913,126,56,S,Routine inspection passed
5914,127,9,S,Routine inspection passed
5915,127,10,S,Routine inspection passed
5916,127,11,S,No actionable issues identified
5917,127,12,S,Routine inspection passed
5918,127,13,S,No actionable issues identified
5919,127,14,S,No actionable issues identified
5920,127,15,S,Operating within expected limits
5921,127,16,S,Operating within expected limits
5922,127,17,S,Routine inspection passed
5923,127,18,S,No actionable issues identified
5924,127,19,S,No actionable issues identified
5925,127,20,S,Routine inspection passed
5926,127,21,S,Operating within expected limits
5927,127,22,S,Routine inspection passed
5928,127,23,S,Routine inspection passed
5929,127,24,S,No actionable issues identified
5930,127,25,S,Operating within expected limits
5931,127,26,S,Routine inspection passed
5932,127,27,S,Operating within expected limits
5933,127,28,S,Operating within expected limits
5934,127,29,S,No actionable issues identified
5935,127,30,S,Routine inspection passed
5936,127,31,S,Operating within expected limits
5937,127,32,S,Routine inspection passed
5938,127,33,S,Routine inspection passed
5939,127,34,S,Operating within expected limits
5940,127,35,S,Routine inspection passed
5941,127,36,S,No actionable issues identified
5942,127,37,S,Routine inspection passed
5943,127,38,S,Operating within expected limits
5944,127,39,S,Routine inspection passed
5945,127,40,S,Routine inspection passed
5946,127,41,S,Operating within expected limits
5947,127,42,S,No actionable issues identified
5948,127,43,U,Observed variance requiring monitoring
5949,127,44,S,Operating within expected limits
5950,127,45,S,Operating within expected limits
5951,127,46,S,Routine inspection passed
5952,127,47,S,No actionable issues identified
5953,127,48,S,No actionable issues identified
5954,127,49,S,No actionable issues identified
5955,127,50,S,Operating within expected limits
5956,127,51,S,Operating within expected limits
5957,127,52,S,No actionable issues identified
5958,127,53,S,No actionable issues identified
5959,127,54,S,Operating within expected limits
5960,127,55,S,No actionable issues identified
5961,127,56,S,Routine inspection passed
5962,128,9,S,Operating within expected limits
5963,128,10,S,No actionable issues identified
5964,128,11,S,Routine inspection passed
5965,128,12,S,Operating within expected limits
5966,128,13,S,Routine inspection passed
5967,128,14,S,No actionable issues identified
5968,128,15,S,Operating within expected limits
5969,128,16,S,Routine inspection passed
5970,128,17,S,Operating within expected limits
5971,128,18,S,Operating within expected limits
5972,128,19,S,No actionable issues identified
5973,128,20,S,No actionable issues identified
5974,128,21,S,Routine inspection passed
5975,128,22,S,No actionable issues identified
5976,128,23,S,Routine inspection passed
5977,128,24,S,Routine inspection passed
5978,128,25,U,Observed variance requiring monitoring
5979,128,26,S,Routine inspection passed
5980,128,27,S,Operating within expected limits
5981,128,28,S,Routine inspection passed
5982,128,29,S,No actionable issues identified
5983,128,30,S,No actionable issues identified
5984,128,31,S,No actionable issues identified
5985,128,32,U,Flagged for maintenance review
5986,128,33,S,Operating within expected limits
5987,128,34,S,Routine inspection passed
5988,128,35,S,Routine inspection passed
5989,128,36,S,Operating within expected limits
5990,128,37,S,Operating within expected limits
5991,128,38,S,Routine inspection passed
5992,128,39,S,No actionable issues identified
5993,128,40,S,No actionable issues identified
5994,128,41,S,Routine inspection passed
5995,128,42,S,Operating within expected limits
5996,128,43,S,No actionable issues identified
5997,128,44,S,Routine inspection passed
5998,128,45,S,No actionable issues identified
5999,128,46,S,Routine inspection passed
6000,128,47,S,Operating within expected limits
6001,128,48,S,Operating within expected limits
6002,128,49,U,Observed variance requiring monitoring
6003,128,50,S,No actionable issues identified
6004,128,51,S,Operating within expected limits
6005,128,52,S,Operating within expected limits
6006,128,53,S,Operating within expected limits
6007,128,54,S,No actionable issues identified
6008,128,55,S,No actionable issues identified
6009,128,56,U,Observed variance requiring monitoring
6010,129,9,S,Routine inspection passed
6011,129,10,S,Operating within expected limits
6012,129,11,S,Routine inspection passed
6013,129,12,S,No actionable issues identified
6014,129,13,S,Routine inspection passed
6015,129,14,S,No actionable issues identified
6016,129,15,S,Operating within expected limits
6017,129,16,S,Operating within expected limits
6018,129,17,S,No actionable issues identified
6019,129,18,S,Routine inspection passed
6020,129,19,S,Routine inspection passed
6021,129,20,S,Routine inspection passed
6022,129,21,S,Routine inspection passed
6023,129,22,S,Routine inspection passed
6024,129,23,S,Routine inspection passed
6025,129,24,S,Operating within expected limits
6026,129,25,U,Flagged for maintenance review
6027,129,26,S,Routine inspection passed
6028,129,27,S,Operating within expected limits
6029,129,28,S,Routine inspection passed
6030,129,29,S,No actionable issues identified
6031,129,30,U,Condition outside preferred threshold
6032,129,31,S,Operating within expected limits
6033,129,32,S,Routine inspection passed
6034,129,33,S,No actionable issues identified
6035,129,34,S,Routine inspection passed
6036,129,35,S,Routine inspection passed
6037,129,36,S,Operating within expected limits
6038,129,37,S,Operating within expected limits
6039,129,38,S,Operating within expected limits
6040,129,39,S,Routine inspection passed
6041,129,40,S,Operating within expected limits
6042,129,41,S,Operating within expected limits
6043,129,42,S,No actionable issues identified
6044,129,43,S,Operating within expected limits
6045,129,44,S,Operating within expected limits
6046,129,45,S,No actionable issues identified
6047,129,46,S,Routine inspection passed
6048,129,47,S,No actionable issues identified
6049,129,48,S,Routine inspection passed
6050,129,49,S,No actionable issues identified
6051,129,50,S,No actionable issues identified
6052,129,51,S,Routine inspection passed
6053,129,52,S,No actionable issues identified
6054,129,53,S,Routine inspection passed
6055,129,54,U,Observed variance requiring monitoring
6056,129,55,S,Routine inspection passed
6057,129,56,S,Operating within expected limits
6058,130,9,S,Operating within expected limits
6059,130,10,U,Flagged for maintenance review
6060,130,11,S,Routine inspection passed
6061,130,12,S,No actionable issues identified
6062,130,13,S,No actionable issues identified
6063,130,14,S,No actionable issues identified
6064,130,15,S,No actionable issues identified
6065,130,16,S,Operating within expected limits
6066,130,17,S,Operating within expected limits
6067,130,18,S,No actionable issues identified
6068,130,19,S,Routine inspection passed
6069,130,20,S,Operating within expected limits
6070,130,21,S,No actionable issues identified
6071,130,22,U,Observed variance requiring monitoring
6072,130,23,S,Operating within expected limits
6073,130,24,S,Operating within expected limits
6074,130,25,S,Operating within expected limits
6075,130,26,S,Operating within expected limits
6076,130,27,S,Operating within expected limits
6077,130,28,S,Operating within expected limits
6078,130,29,U,Flagged for maintenance review
6079,130,30,S,Routine inspection passed
6080,130,31,S,No actionable issues identified
6081,130,32,S,No actionable issues identified
6082,130,33,S,Routine inspection passed
6083,130,34,S,Routine inspection passed
6084,130,35,S,Routine inspection passed
6085,130,36,S,Routine inspection passed
6086,130,37,S,Operating within expected limits
6087,130,38,S,Routine inspection passed
6088,130,39,S,No actionable issues identified
6089,130,40,S,Routine inspection passed
6090,130,41,S,Operating within expected limits
6091,130,42,S,Operating within expected limits
6092,130,43,U,Observed variance requiring monitoring
6093,130,44,S,No actionable issues identified
6094,130,45,S,Operating within expected limits
6095,130,46,U,Condition outside preferred threshold
6096,130,47,S,Operating within expected limits
6097,130,48,S,No actionable issues identified
6098,130,49,S,No actionable issues identified
6099,130,50,S,Operating within expected limits
6100,130,51,S,Routine inspection passed
6101,130,52,S,Operating within expected limits
6102,130,53,S,Operating within expected limits
6103,130,54,S,Routine inspection passed
6104,130,55,S,Routine inspection passed
6105,130,56,S,Operating within expected limits
6106,131,9,S,Routine inspection passed
6107,131,10,S,No actionable issues identified
6108,131,11,S,No actionable issues identified
6109,131,12,S,Operating within expected limits
6110,131,13,S,No actionable issues identified
6111,131,14,S,No actionable issues identified
6112,131,15,S,No actionable issues identified
6113,131,16,S,Routine inspection passed
6114,131,17,S,Operating within expected limits
6115,131,18,U,Flagged for maintenance review
6116,131,19,S,No actionable issues identified
6117,131,20,S,Routine inspection passed
6118,131,21,S,No actionable issues identified
6119,131,22,S,Routine inspection passed
6120,131,23,U,Observed variance requiring monitoring
6121,131,24,S,Routine inspection passed
6122,131,25,S,Operating within expected limits
6123,131,26,S,No actionable issues identified
6124,131,27,S,Operating within expected limits
6125,131,28,S,No actionable issues identified
6126,131,29,S,No actionable issues identified
6127,131,30,S,Routine inspection passed
6128,131,31,S,Routine inspection passed
6129,131,32,S,Operating within expected limits
6130,131,33,U,Observed variance requiring monitoring
6131,131,34,S,Routine inspection passed
6132,131,35,S,Routine inspection passed
6133,131,36,S,No actionable issues identified
6134,131,37,S,No actionable issues identified
6135,131,38,S,Operating within expected limits
6136,131,39,S,No actionable issues identified
6137,131,40,S,Operating within expected limits
6138,131,41,S,No actionable issues identified
6139,131,42,S,Routine inspection passed
6140,131,43,S,Operating within expected limits
6141,131,44,S,No actionable issues identified
6142,131,45,S,Routine inspection passed
6143,131,46,S,Operating within expected limits
6144,131,47,S,No actionable issues identified
6145,131,48,S,Routine inspection passed
6146,131,49,S,No actionable issues identified
6147,131,50,S,Routine inspection passed
6148,131,51,S,No actionable issues identified
6149,131,52,S,Operating within expected limits
6150,131,53,S,No actionable issues identified
6151,131,54,S,Operating within expected limits
6152,131,55,S,No actionable issues identified
6153,131,56,S,No actionable issues identified
6154,132,9,S,Operating within expected limits
6155,132,10,U,Observed variance requiring monitoring
6156,132,11,U,Flagged for maintenance review
6157,132,12,S,Routine inspection passed
6158,132,13,S,No actionable issues identified
6159,132,14,S,Routine inspection passed
6160,132,15,S,No actionable issues identified
6161,132,16,S,No actionable issues identified
6162,132,17,S,No actionable issues identified
6163,132,18,S,Routine inspection passed
6164,132,19,S,Routine inspection passed
6165,132,20,S,No actionable issues identified
6166,132,21,S,Operating within expected limits
6167,132,22,S,No actionable issues identified
6168,132,23,S,No actionable issues identified
6169,132,24,S,No actionable issues identified
6170,132,25,S,Routine inspection passed
6171,132,26,S,Routine inspection passed
6172,132,27,S,Operating within expected limits
6173,132,28,S,No actionable issues identified
6174,132,29,S,No actionable issues identified
6175,132,30,S,No actionable issues identified
6176,132,31,S,Routine inspection passed
6177,132,32,S,Operating within expected limits
6178,132,33,S,Routine inspection passed
6179,132,34,S,Operating within expected limits
6180,132,35,S,Operating within expected limits
6181,132,36,S,Operating within expected limits
6182,132,37,S,Routine inspection passed
6183,132,38,S,Operating within expected limits
6184,132,39,S,Operating within expected limits
6185,132,40,S,Routine inspection passed
6186,132,41,S,Operating within expected limits
6187,132,42,U,Flagged for maintenance review
6188,132,43,S,Routine inspection passed
6189,132,44,S,Operating within expected limits
6190,132,45,S,No actionable issues identified
6191,132,46,S,No actionable issues identified
6192,132,47,U,Observed variance requiring monitoring
6193,132,48,S,No actionable issues identified
6194,132,49,S,Operating within expected limits
6195,132,50,S,No actionable issues identified
6196,132,51,S,Routine inspection passed
6197,132,52,S,No actionable issues identified
6198,132,53,S,Operating within expected limits
6199,132,54,S,Routine inspection passed
6200,132,55,S,Routine inspection passed
6201,132,56,S,Routine inspection passed
6202,133,9,U,Flagged for maintenance review
6203,133,10,S,No actionable issues identified
6204,133,11,S,Operating within expected limits
6205,133,12,S,Operating within expected limits
6206,133,13,S,Routine inspection passed
6207,133,14,S,No actionable issues identified
6208,133,15,S,No actionable issues identified
6209,133,16,S,Routine inspection passed
6210,133,17,U,Flagged for maintenance review
6211,133,18,S,Operating within expected limits
6212,133,19,S,Routine inspection passed
6213,133,20,U,Flagged for maintenance review
6214,133,21,U,Condition outside preferred threshold
6215,133,22,S,Operating within expected limits
6216,133,23,S,Operating within expected limits
6217,133,24,S,Operating within expected limits
6218,133,25,S,No actionable issues identified
6219,133,26,S,No actionable issues identified
6220,133,27,S,No actionable issues identified
6221,133,28,S,Routine inspection passed
6222,133,29,S,No actionable issues identified
6223,133,30,S,No actionable issues identified
6224,133,31,S,Operating within expected limits
6225,133,32,S,Routine inspection passed
6226,133,33,S,Operating within expected limits
6227,133,34,S,Operating within expected limits
6228,133,35,S,Operating within expected limits
6229,133,36,S,No actionable issues identified
6230,133,37,S,Routine inspection passed
6231,133,38,U,Observed variance requiring monitoring
6232,133,39,S,No actionable issues identified
6233,133,40,S,No actionable issues identified
6234,133,41,S,Routine inspection passed
6235,133,42,S,Routine inspection passed
6236,133,43,S,No actionable issues identified
6237,133,44,S,Operating within expected limits
6238,133,45,S,Routine inspection passed
6239,133,46,S,Routine inspection passed
6240,133,47,S,Routine inspection passed
6241,133,48,S,No actionable issues identified
6242,133,49,S,No actionable issues identified
6243,133,50,S,No actionable issues identified
6244,133,51,S,Operating within expected limits
6245,133,52,S,No actionable issues identified
6246,133,53,S,No actionable issues identified
6247,133,54,S,Operating within expected limits
6248,133,55,S,Routine inspection passed
6249,133,56,S,Routine inspection passed
6250,134,9,S,No actionable issues identified
6251,134,10,S,No actionable issues identified
6252,134,11,S,No actionable issues identified
6253,134,12,U,Condition outside preferred threshold
6254,134,13,S,Operating within expected limits
6255,134,14,U,Flagged for maintenance review
6256,134,15,S,No actionable issues identified
6257,134,16,S,Operating within expected limits
6258,134,17,S,No actionable issues identified
6259,134,18,S,Routine inspection passed
6260,134,19,S,No actionable issues identified
6261,134,20,S,Routine inspection passed
6262,134,21,S,Operating within expected limits
6263,134,22,S,Routine inspection passed
6264,134,23,S,Operating within expected limits
6265,134,24,S,Routine inspection passed
6266,134,25,S,No actionable issues identified
6267,134,26,S,Operating within expected limits
6268,134,27,S,Operating within expected limits
6269,134,28,S,No actionable issues identified
6270,134,29,S,Operating within expected limits
6271,134,30,U,Observed variance requiring monitoring
6272,134,31,U,Flagged for maintenance review
6273,134,32,S,Routine inspection passed
6274,134,33,S,No actionable issues identified
6275,134,34,S,Operating within expected limits
6276,134,35,S,No actionable issues identified
6277,134,36,S,Operating within expected limits
6278,134,37,S,Operating within expected limits
6279,134,38,S,No actionable issues identified
6280,134,39,S,Operating within expected limits
6281,134,40,S,Operating within expected limits
6282,134,41,S,No actionable issues identified
6283,134,42,S,Operating within expected limits
6284,134,43,S,Operating within expected limits
6285,134,44,S,Routine inspection passed
6286,134,45,S,No actionable issues identified
6287,134,46,S,Routine inspection passed
6288,134,47,S,Operating within expected limits
6289,134,48,S,Routine inspection passed
6290,134,49,S,Operating within expected limits
6291,134,50,S,Operating within expected limits
6292,134,51,S,Operating within expected limits
6293,134,52,S,No actionable issues identified
6294,134,53,S,Operating within expected limits
6295,134,54,S,Routine inspection passed
6296,134,55,S,Operating within expected limits
6297,134,56,S,Routine inspection passed
6298,135,9,S,Routine inspection passed
6299,135,10,S,No actionable issues identified
6300,135,11,S,Routine inspection passed
6301,135,12,S,Routine inspection passed
6302,135,13,S,Routine inspection passed
6303,135,14,S,No actionable issues identified
6304,135,15,S,Operating within expected limits
6305,135,16,S,Operating within expected limits
6306,135,17,S,Operating within expected limits
6307,135,18,S,Routine inspection passed
6308,135,19,S,Routine inspection passed
6309,135,20,S,Routine inspection passed
6310,135,21,S,Routine inspection passed
6311,135,22,S,Routine inspection passed
6312,135,23,U,Condition outside preferred threshold
6313,135,24,S,Routine inspection passed
6314,135,25,S,No actionable issues identified
6315,135,26,S,No actionable issues identified
6316,135,27,S,Operating within expected limits
6317,135,28,S,Routine inspection passed
6318,135,29,S,No actionable issues identified
6319,135,30,S,Routine inspection passed
6320,135,31,S,No actionable issues identified
6321,135,32,S,No actionable issues identified
6322,135,33,S,No actionable issues identified
6323,135,34,S,Operating within expected limits
6324,135,35,S,Operating within expected limits
6325,135,36,S,No actionable issues identified
6326,135,37,S,Operating within expected limits
6327,135,38,S,Operating within expected limits
6328,135,39,S,No actionable issues identified
6329,135,40,S,Operating within expected limits
6330,135,41,S,No actionable issues identified
6331,135,42,S,No actionable issues identified
6332,135,43,U,Condition outside preferred threshold
6333,135,44,S,Routine inspection passed
6334,135,45,S,Operating within expected limits
6335,135,46,S,No actionable issues identified
6336,135,47,S,No actionable issues identified
6337,135,48,U,Observed variance requiring monitoring
6338,135,49,S,Routine inspection passed
6339,135,50,S,Routine inspection passed
6340,135,51,S,No actionable issues identified
6341,135,52,U,Condition outside preferred threshold
6342,135,53,S,No actionable issues identified
6343,135,54,S,Routine inspection passed
6344,135,55,S,Operating within expected limits
6345,135,56,U,Condition outside preferred threshold
6346,136,9,U,Observed variance requiring monitoring
6347,136,10,S,Operating within expected limits
6348,136,11,S,Routine inspection passed
6349,136,12,S,No actionable issues identified
6350,136,13,U,Flagged for maintenance review
6351,136,14,S,Routine inspection passed
6352,136,15,S,Routine inspection passed
6353,136,16,S,Operating within expected limits
6354,136,17,S,No actionable issues identified
6355,136,18,U,Observed variance requiring monitoring
6356,136,19,S,No actionable issues identified
6357,136,20,S,No actionable issues identified
6358,136,21,S,Routine inspection passed
6359,136,22,S,Operating within expected limits
6360,136,23,S,No actionable issues identified
6361,136,24,S,Routine inspection passed
6362,136,25,S,Routine inspection passed
6363,136,26,S,Routine inspection passed
6364,136,27,S,No actionable issues identified
6365,136,28,S,Operating within expected limits
6366,136,29,U,Flagged for maintenance review
6367,136,30,S,Operating within expected limits
6368,136,31,S,Operating within expected limits
6369,136,32,S,Operating within expected limits
6370,136,33,S,No actionable issues identified
6371,136,34,S,Routine inspection passed
6372,136,35,S,No actionable issues identified
