workflow_id,inspection_id,inspection_date,inspection_status,from_role,to_role,action,comments,acted_by_user_id,acted_by_username,acted_by_role,acted_at
412,149,2026-02-09,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-09T21:30:00
413,149,2026-02-09,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-09T22:30:00
414,149,2026-02-09,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-09T23:30:00
415,150,2026-02-10,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-10T09:30:00
416,150,2026-02-10,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-10T10:30:00
417,150,2026-02-10,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-10T11:30:00
418,151,2026-02-10,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-10T21:30:00
419,151,2026-02-10,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-10T22:30:00
420,151,2026-02-10,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-10T23:30:00
421,152,2026-02-11,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-11T09:30:00
422,152,2026-02-11,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-11T10:30:00
423,152,2026-02-11,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-11T11:30:00
424,153,2026-02-11,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-11T21:30:00
425,153,2026-02-11,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-11T22:30:00
426,153,2026-02-11,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-11T23:30:00
427,154,2026-02-12,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-12T09:30:00
428,154,2026-02-12,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-12T10:30:00
429,154,2026-02-12,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-12T11:30:00
430,155,2026-02-12,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-12T21:30:00
431,155,2026-02-12,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-12T22:30:00
432,155,2026-02-12,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-12T23:30:00
433,156,2026-02-13,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-13T09:30:00
434,156,2026-02-13,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-13T10:30:00
435,156,2026-02-13,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-13T11:30:00
436,157,2026-02-13,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-13T21:30:00
437,157,2026-02-13,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-13T22:30:00
438,157,2026-02-13,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-13T23:30:00
439,158,2026-02-14,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-14T09:30:00
440,158,2026-02-14,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-14T10:30:00
441,158,2026-02-14,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-14T11:30:00
442,159,2026-02-14,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-14T21:30:00
443,159,2026-02-14,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-14T22:30:00
444,159,2026-02-14,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-14T23:30:00
445,160,2026-02-15,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-15T09:30:00
446,160,2026-02-15,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-15T10:30:00
447,160,2026-02-15,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-15T11:30:00
448,161,2026-02-15,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-15T21:30:00
449,161,2026-02-15,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-15T22:30:00
450,161,2026-02-15,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-15T23:30:00
451,162,2026-02-16,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-16T09:30:00
452,162,2026-02-16,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-16T10:30:00
453,162,2026-02-16,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-16T11:30:00
454,163,2026-02-16,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-16T21:30:00
455,163,2026-02-16,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-16T22:30:00
456,163,2026-02-16,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-16T23:30:00
457,164,2026-02-17,rejected,supervisor,creator,rejected,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-17T09:30:00
458,165,2026-02-17,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-17T21:30:00
459,165,2026-02-17,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-17T22:30:00
460,165,2026-02-17,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-17T23:30:00
461,166,2026-02-18,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-18T09:30:00
462,166,2026-02-18,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-18T10:30:00
463,166,2026-02-18,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-18T11:30:00
464,167,2026-02-18,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-18T21:30:00
465,167,2026-02-18,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-18T22:30:00
466,167,2026-02-18,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-18T23:30:00
467,168,2026-02-19,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-19T09:30:00
468,168,2026-02-19,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-19T10:30:00
469,168,2026-02-19,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-19T11:30:00
470,169,2026-02-19,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-19T21:30:00
471,169,2026-02-19,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-19T22:30:00
472,169,2026-02-19,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-19T23:30:00
473,170,2026-02-20,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-20T09:30:00
474,170,2026-02-20,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-20T10:30:00
475,170,2026-02-20,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-20T11:30:00
476,171,2026-02-20,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-20T21:30:00
477,171,2026-02-20,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-20T22:30:00
478,171,2026-02-20,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-20T23:30:00
479,172,2026-02-21,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-21T09:30:00
480,172,2026-02-21,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-21T10:30:00
481,172,2026-02-21,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-21T11:30:00
482,173,2026-02-21,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-21T21:30:00
483,173,2026-02-21,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-21T22:30:00
484,173,2026-02-21,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-21T23:30:00
485,174,2026-02-22,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-22T09:30:00
486,174,2026-02-22,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-22T10:30:00
487,174,2026-02-22,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-22T11:30:00
488,175,2026-02-22,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-22T21:30:00
489,175,2026-02-22,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-22T22:30:00
490,175,2026-02-22,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-22T23:30:00
491,176,2026-02-23,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-23T09:30:00
492,176,2026-02-23,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-23T10:30:00
493,176,2026-02-23,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-23T11:30:00
494,177,2026-02-23,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-23T21:30:00
495,177,2026-02-23,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-23T22:30:00
496,177,2026-02-23,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-23T23:30:00
497,178,2026-02-24,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-24T09:30:00
498,178,2026-02-24,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-24T10:30:00
499,178,2026-02-24,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-24T11:30:00
500,179,2026-02-24,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-24T21:30:00
501,179,2026-02-24,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-24T22:30:00
502,179,2026-02-24,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-24T23:30:00
503,180,2026-02-25,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-25T09:30:00
504,180,2026-02-25,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-25T10:30:00
505,180,2026-02-25,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-25T11:30:00
506,181,2026-02-25,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-25T21:30:00
507,181,2026-02-25,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-25T22:30:00
508,181,2026-02-25,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-25T23:30:00
509,182,2026-02-26,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-26T09:30:00
510,182,2026-02-26,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-26T10:30:00
511,182,2026-02-26,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-26T11:30:00
512,183,2026-02-26,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-26T21:30:00
513,183,2026-02-26,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-26T22:30:00
514,183,2026-02-26,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-26T23:30:00
515,184,2026-02-27,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-27T09:30:00
516,184,2026-02-27,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-27T10:30:00
517,184,2026-02-27,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-27T11:30:00
518,185,2026-02-27,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-27T21:30:00
519,185,2026-02-27,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-27T22:30:00
520,185,2026-02-27,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-27T23:30:00
521,186,2026-02-28,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-28T09:30:00
522,186,2026-02-28,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-28T10:30:00
523,186,2026-02-28,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-28T11:30:00
524,187,2026-02-28,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-28T21:30:00
525,187,2026-02-28,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-28T22:30:00
526,187,2026-02-28,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-28T23:30:00
527,188,2026-03-01,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-01T09:30:00
528,188,2026-03-01,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-01T10:30:00
529,188,2026-03-01,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-01T11:30:00
530,189,2026-03-01,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-01T21:30:00
531,189,2026-03-01,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-01T22:30:00
532,189,2026-03-01,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-01T23:30:00
533,190,2026-03-02,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-02T09:30:00
534,190,2026-03-02,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-02T10:30:00
535,190,2026-03-02,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-02T11:30:00
536,191,2026-03-02,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-02T21:30:00
537,191,2026-03-02,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-02T22:30:00
538,191,2026-03-02,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-02T23:30:00
539,192,2026-03-03,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-03T09:30:00
540,192,2026-03-03,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-03T10:30:00
541,192,2026-03-03,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-03T11:30:00
542,193,2026-03-03,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-03T21:30:00
543,193,2026-03-03,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-03T22:30:00
544,193,2026-03-03,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-03T23:30:00
545,194,2026-03-04,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-04T09:30:00
546,194,2026-03-04,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-04T10:30:00
547,194,2026-03-04,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-04T11:30:00
548,195,2026-03-04,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-04T21:30:00
549,195,2026-03-04,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-04T22:30:00
550,195,2026-03-04,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-04T23:30:00
551,196,2026-03-05,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-05T09:30:00
552,196,2026-03-05,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-05T10:30:00
553,196,2026-03-05,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-05T11:30:00
554,197,2026-03-05,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-05T21:30:00
555,197,2026-03-05,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-05T22:30:00
556,197,2026-03-05,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-05T23:30:00
557,198,2026-03-06,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-06T09:30:00
558,198,2026-03-06,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-06T10:30:00
559,198,2026-03-06,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-06T11:30:00
560,199,2026-03-06,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-06T21:30:00
561,199,2026-03-06,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-06T22:30:00
562,199,2026-03-06,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-06T23:30:00
563,200,2026-03-07,rejected,supervisor,creator,rejected,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-07T09:30:00
564,201,2026-03-07,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-07T21:30:00
565,201,2026-03-07,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-07T22:30:00
566,201,2026-03-07,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-07T23:30:00
567,202,2026-03-08,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-08T09:30:00
568,202,2026-03-08,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-08T10:30:00
569,202,2026-03-08,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-08T11:30:00
570,203,2026-03-08,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-08T21:30:00
571,203,2026-03-08,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-08T22:30:00
572,203,2026-03-08,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-08T23:30:00
573,204,2026-03-09,rejected,supervisor,creator,rejected,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-09T09:30:00
574,205,2026-03-09,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-09T21:30:00
575,205,2026-03-09,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-09T22:30:00
576,205,2026-03-09,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-09T23:30:00
577,206,2026-03-10,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-10T09:30:00
578,206,2026-03-10,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-10T10:30:00
579,206,2026-03-10,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-10T11:30:00
580,207,2026-03-10,rejected,supervisor,creator,rejected,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-10T21:30:00
581,208,2026-03-11,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-11T09:30:00
582,208,2026-03-11,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-11T10:30:00
583,208,2026-03-11,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-11T11:30:00
584,209,2026-03-11,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-11T21:30:00
585,209,2026-03-11,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-11T22:30:00
586,209,2026-03-11,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-11T23:30:00
587,210,2026-03-12,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-12T09:30:00
588,210,2026-03-12,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-12T10:30:00
589,210,2026-03-12,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-12T11:30:00
590,211,2026-03-12,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-12T21:30:00
591,211,2026-03-12,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-12T22:30:00
592,211,2026-03-12,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-12T23:30:00
593,212,2026-03-13,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-13T09:30:00
594,212,2026-03-13,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-13T10:30:00
595,212,2026-03-13,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-13T11:30:00
596,213,2026-03-13,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-13T21:30:00
597,213,2026-03-13,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-13T22:30:00
598,213,2026-03-13,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-13T23:30:00
599,214,2026-03-14,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-14T09:30:00
600,214,2026-03-14,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-14T10:30:00
601,214,2026-03-14,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-14T11:30:00
602,215,2026-03-14,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-14T21:30:00
603,215,2026-03-14,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-14T22:30:00
604,215,2026-03-14,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-14T23:30:00
605,216,2026-03-15,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-15T09:30:00
606,216,2026-03-15,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-15T10:30:00
607,216,2026-03-15,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-15T11:30:00
608,217,2026-03-15,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-15T21:30:00
609,217,2026-03-15,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-15T22:30:00
610,217,2026-03-15,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-15T23:30:00
611,218,2026-03-16,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-16T09:30:00
612,218,2026-03-16,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-16T10:30:00
613,218,2026-03-16,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-16T11:30:00
614,219,2026-03-16,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-16T21:30:00
615,219,2026-03-16,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-16T22:30:00
616,219,2026-03-16,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-16T23:30:00
617,220,2026-03-17,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-17T09:30:00
